name,mass,lum,mag,temp,dist,const,desc,multi
Sadalmelik,5.13,"2,120.00",2.95,5383,520.00,Aquarius,"Alpha Aquarii, officially named Sadalmelik, is a single star in the constellation of Aquarius. The apparent visual magnitude of 2.94 makes this the second-brightest star in Aquarius. Based upon parallax measurements made during the Hipparcos mission, it is located at a distance of roughly 520 light-years (160 parsecs) from the Sun. It forms the primary or 'A' component of a double star designated WDS J22058-0019 (the secondary or 'B' component is UCAC2 31789179). It bore the traditional name Sadalmelik, which derived from an Arabic expression سعد الملك (sa‘d al-malik), meaning ""Luck of the king"". With an age of 53 million years, Alpha Aquarii has evolved into a supergiant with a stellar classification of G2 Ib. It has 5.1 times as much mass as the Sun and has expanded to around 53 times the Sun's radius.",1
Sadalsuud,4.97,"2,046.00",2.90,5608,540.00,Aquarius,"Beta Aquarii is a star in the constellation of Aquarius. Based upon parallax measurements obtained during the Hipparcos mission, it is approximately 540 light-years (165 parsecs) from the Sun. The primary or 'A' component is officially named Sadalsuud, the traditional name for the system. It bore the traditional name Sadalsuud, from an Arabic expression سعد السعود (sa‘d al-su‘ūd), the ""luck of lucks"". β Aquarii is the brightest star in Aquarius with an apparent magnitude of 2.87 and a stellar classification of G0 Ib. Since 1943, the spectrum of this star has served as one of the stable anchor points by which other stars are classified.",1
Sadr,12.11,"33,023.00",2.23,5790,"1,800.00",Cygnus,"Gamma Cygni, officially named Sadr is a star in the northern constellation of Cygnus, forming the intersection of an asterism of five stars called the Northern Cross. Based upon parallax measurements obtained during the Hipparcos mission, it is approximately 1,800 light-years (560 parsecs) from the Sun. It forms the primary or 'A' component of a multiple star system designated WDS J20222+4015 (the secondary or 'BC' component is CCDM J20222+4015BC, a close pair of stars 40"" away from γ Cygni). It bore the traditional name Sadr (also rendered Sadir /ˈseɪdər/ or Sador), derived from the Arabic صدر ṣadr ""chest"", the same word which gave rise to the star Schedar (Alpha Cassiopeiae). With an apparent visual magnitude of 2.23, Gamma Cygni is among the brighter stars visible in the night sky. The stellar classification of this star is F8 Iab, indicating that it has reached the supergiant stage of its stellar evolution.",1
Saiph,15.50,"56,881.00",2.09,26500,650.00,Orion,"Saiph, designation Kappa Orionis, is the sixth-brightest star in the constellation of Orion. Of the four bright stars that compose Orion's main quadrangle, it is the star at the south-eastern corner. A northern-hemisphere observer facing south would see it at the lower left of Orion, and a southern-hemisphere observer facing north would see it at the upper right. Parallax measurements yield an estimated distance of 650 light-years (198 parsecs) from the Sun, which is about the same as Betelgeuse. It is smaller, less luminous but hotter at its surface than Rigel with an apparent visual magnitude of 2.1. The luminosity of this star changes slightly, varying by 0.04 magnitudes.",1
Salm,2.14,32.00,4.58,7709,162.00,Pegasus,"Tau Pegasi, formally named Salm, (a homophone with the planet Samh), is a 4.6 magnitude star in the constellation of Pegasus. The star bore the traditional names Salm, Kerb (or El Khereb) and Markab (often spelled Markeb), a name shared with Alpha Pegasi, k Puppis and Kappa Velorum. Tau Pegasi belongs to spectral class A5 Vp, making it an A-type main-sequence star. This is a Delta Scuti variable star with a pulsation period of 0.94 hours. It is rotating rapidly with a projected rotational velocity of 150 km s−1. Tau Pegasi is radiating nearly 30 times the luminosity of the Sun from its outer atmosphere at an effective temperature of 7,762 K.",1
Sargas,5.66,"1,834.00",1.86,7268,300.00,Scorpius,"Theta Scorpii is a binary star in the southern zodiac constellation of Scorpius. The apparent visual magnitude of this star is +1.87, making it readily visible to the naked eye and one of the brightest stars in the night sky. It is sufficiently near that the distance can be measured directly using the parallax technique and such measurements obtained during the Hipparcos mission yield an estimate of approximately 300 light-years (90 parsecs) from the Sun. The two components are designated θ Scorpii A (officially named Sargas, the traditional name for the system) and B. It bore the traditional name Sargas, of Sumerian origin. Another possible origin is Persian for Arrow Head سر گز. The primary (θ Scorpii A) is an evolved bright giant star with a stellar classification of F0 II. With a mass 5.7 times that of the Sun, it has expanded to about 26 times the Sun's radius.",2
Sarin,2.40,38.00,3.12,9620,75.10,Hercules,"Delta Herculis is a multiple star system in the constellation of Hercules. Its light produces to us apparent magnitude 3.12, as such the third-brightest star in the large, fairly dim constellation. Based on parallax measurement taken during the Hipparcos mission, it is approximately 23.1 parsecs (75 light-years) from the Sun. It consists of a binary pair, designated Delta Herculis A, together with three potential companions, suffixed B, C and D. Furthermore B is believed to be an optical binary. A's components are designated Delta Herculis Aa (officially named Sarin, the traditional name of the system) and Ab. It bore the traditional name Sarin. Delta Herculis A presents as an A-type main-sequence subgiant with a stellar classification of A3IV. It has both a mass and radius that are roughly two times solar yielding a total luminosity of about 18.5 L☉.",6
Sceptrum,1.07,37.00,4.02,4603,110.00,Eridanus,"53 Eridani, also designated l Eridani (l Eri), is a binary star in the constellation of Eridanus. The system has a combined apparent magnitude of 3.87, making it visible to the naked eye even in inner city skies. Parallax estimates made by the Hipparcos spacecraft put it at a distance of about 110 light-years, or 33.7 parsecs from the Sun. The two components are designated 53 Eridani A (officially named Sceptrum)[9] and B. 53 Eridani is a visual binary, where the orbit of the two stars is calculated from their orbital motions. The primary star, 53 Eridani A, is an evolved red giant with a spectral type of K1III. It is almost ten times as wide as the Sun and slightly more massive than the Sun. The secondary star, 53 Eridani B, has an apparent magnitude of 6.95[3] and its spectral type is unknown. The two have an orbital period of 77 years and have a quite eccentric orbit, at 0.666. The total mass of the system is 2.49 M☉.",2
Scheat,2.10,"1,500.00",2.44,3689,196.00,Pegasus,"Beta Pegasi, formally named Scheat, is a red giant star and the second-brightest star (after Epsilon Pegasi) in the constellation of Pegasus. It forms the upper right corner of the Great Square of Pegasus, a prominent rectangular asterism. Based upon parallax measurements, Beta Pegasi is located about 196 light-years (60 parsecs) from the Sun. It is unusual among bright stars in having a relatively cool surface temperature compared to stars like the Sun. This star has a stellar classification of M2.3 II–III, which indicates the spectrum has characteristics partway between a bright giant and a giant star. It has expanded until it is some 95 times as large, and has a total luminosity of 1,500 times that of the Sun. The effective temperature of the star's outer envelope is about 3,700 K, giving the star the characteristic orange-red hue of an M-type star. The photosphere is sufficiently cool for molecules of titanium oxide to form.",1
Schedar,4.00,676.00,2.24,4530,228.00,Cassiopeia,"Alpha Cassiopeiae, also named Schedar, is a second magnitude star in the constellation of Cassiopeia. Though listed as the ""alpha star"" by Johann Bayer, α Cas's visual brightness closely matches the 'beta' (β) star in the constellation (Beta Cassiopeiae) and it may appear marginally brighter or dimmer, depending on which passband is used. However, recent calculations from NASA's WISE telescope confirm that α Cas is the brightest in Cassiopeia, with an apparent magnitude of 2.240. Its absolute magnitude is 18 times greater than β Cas, and it is located over four times farther away from the Sun. α Cassiopeiae is a red giant star whose spectral classification in the SIMBAD astronomical database is listed as K0IIIa, a stellar class that is notably cooler than the Sun. However, because it is nearing the final stages of its evolution, the photosphere has expanded substantially, yielding a bolometric luminosity that is approximately 676 L☉",1
Secunda Hyadum,2.80,69.00,3.78,5000,156.00,Taurus,"Delta¹ Tauri is a double star in the zodiac constellation of Taurus. Based upon an annual parallax shift of 20.96 mas as seen from Earth, it is located roughly 156 light-years distant from the Sun. The system is faintly visible to the naked eye with a combined apparent visual magnitude of +3.772. It is considered a member of the Hyades cluster. The two constituents are designated δ¹ Tauri A and B. A is itself a binary star with components designated δ¹ Tauri Aa (officially named Secunda Hyadum, the traditional name for the entire system) and Ab. Delta¹ Tauri B is a magnitude 13.21 visual companion separated by 111.8 arcseconds from A. It is most likely not physically related to the main star.",2
Segin,9.20,"2,500.00",3.35,15174,410.00,Cassiopeia,"Epsilon Cassiopeiae, officially named Segin, is a star in the constellation of Cassiopeia. With an apparent visual magnitude of 3.4, this is one of the brightest stars in the constellation. The distance to this star has been determined directly using parallax measurements, yielding a value of around 390–430 light-years (120–130 parsecs) from the Sun. Epsilon Cassiopeiae has a stellar classification of B3 V, indicating that it is a main sequence star fusing hydrogen in its core. Cote et al. (2003) indicate that it displays the spectral properties of a Be star, even though it is not categorized as such. The presence of emission lines in the spectrum indicates the presence of a circumstellar shell of gas that has been thrown off by the star. The outer atmosphere has an effective temperature of 15,174 K (14,901 °C; 26,854 °F), giving it the blue-white hue of a B-type star.",1
Seginus,2.50,34.00,3.04,7800,86.80,Boötes,"Gamma Boötis is a binary star in the constellation of Boötes. It is a Delta Scuti type variable star with a period of 1.13 hours. Its brightness varies from magnitude +3.02 to +3.07. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 85 light-years distant from the Sun. Gamma Boötis forms the primary or 'A' component of a double star system designated WDS J14321+3818 ('B' is the star UCAC2 45176266). Gamma Boötis' two components are themselves designated WDS J14321+3818Aa (officially named Seginus, the traditional name of the Gamma Bootis system) and Ab.",2
Sham,4.11,340.00,4.39,5333,382.00,Sagittarius,"Alpha Sagittae, formally named Sham, is a single star in the northern constellation of Sagitta. Alpha Sagittae is the Bayer designation, which is latinized from α Sagittae and abbreviated Alpha Sge or α Sge. It is visible to the naked eye as a yellow-hued star with an apparent visual magnitude of +4.39. Despite the name, this is not the brightest star in the constellation – that distinction belongs to Gamma Sagittae. Based upon parallax measurements, Alpha Sagittae is approximately 382 light-years from the Sun. It is moving further away from the Earth with a heliocentric radial velocity of 1.7 km/s. This is an evolved bright giant with a stellar classification of G1 II. It is 151 million years old with 4[6] times the mass of the Sun and has expanded to around 21 times the Sun's radius. It is radiating 340 times the Sun's luminosity from its enlarged photosphere at an effective temperature of 5,333 K. There is an X-ray source within 12″ of these coordinates. This star bore the traditional name Sham (or Alsahm), which derives from the Arabic word سهم sahm, meaning ""arrow"".",1
Shaula,14.50,"36,300.00",1.62,25000,570.00,Sco,"Lambda Scorpii , formally named Shaula, is, despite being designated ""λ"" (Lambda), the second-brightest star system in the constellation of Scorpius, and one of the brightest stars in the night sky. It bore the traditional name Shaula, which comes from the Arabic الشولاء al-šawlā´ meaning 'the raised [tail]', as it is found in the tail of Scorpius, the scorpion. Spectroscopic and interferometric observations have shown that it is actually a triple star system consisting of two B-type stars and a pre-main-sequence star. The primary star is a Beta Cephei variable star with rapid brightness changes of about a hundredth of a magnitude.",3
Sheliak,13.16,"26,300.00",3.52,30000,960.00,Lyra,"Beta Lyrae is a multiple star system in the constellation of Lyra. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 960 light-years (290 parsecs) distant from the Sun. It consists of three components: a triple star system (designated Beta Lyrae A) together with two single star companions (Beta Lyrae B and C). These are also the A, B and C components of a wider system designated WDS J18501+3322, which has additional components designated WDS J18501+3322D, E and F. Beta Lyrae A itself consists of an eclipsing binary pair (Beta Lyrae Aa) and a single star (Ab). The binary pair's two components are themselves designated Beta Lyrae Aa1 (officially named Sheliak , the traditional name of the system) and Aa2. Beta Lyrae bore the traditional name Sheliak (occasionally Shelyak or Shiliak), derived from the Arabic الشلياق šiliyāq or Al Shilyāk, one of the names of the constellation of Lyra in Islamic astronomy. Beta Lyrae Aa is a semidetached binary system made up of a stellar class B6-8 primary star and a secondary that is probably also a B-type star. The fainter, less massive star in the system was once the more massive member of the pair, which caused it to evolve away from the main sequence first and become a giant star.",5
Sheratan,2.34,23.00,2.64,9000,59.60,Aries,"Beta Arietis, officially named Sheratan, is a star system and the second-brightest star in the constellation of Aries, marking the ram's second horn. The traditional name, Sheratan (or Sharatan, Sheratim), in full Al Sharatan, is from the Arabic الشرطان aš-šaraţān ""the two signs"", a reference to the star having marked the northern vernal equinox together with Gamma Arietis several thousand years ago. Beta Arietis has an apparent visual magnitude of 2.66. Based on parallax measurements, it is located at a distance of 59.6 light-years (18.3 parsecs) from Earth. his system has been examined with the Spitzer Space Telescope for the presence of an excess emission of infrared, which would indicate a disk of dust. However, no significant excess was detected.",2
Sigma Canis Majoris,12.30,"26,100.00",3.49,3710,"1,700.00",Canis Major,"Sigma Canis Majoris, also named Unurgunite, is a variable star in the southern constellation of Canis Major. It is approximately 1,120 light-years (340 parsecs) from the Sun and has an average apparent visual magnitude of +3.41. σ Canis Majoris (Latinised to Sigma Canis Majoris) is the system's Bayer designation. The star is identified with the nganurganity ""Jacky lizard"" in the culture of the Boorong, a clan of the indigenous Maligundidj people of northwestern Victoria in Australia, who saw it as an ancestral figure who fights the moon, flanked by his wives (the stars Delta and Epsilon Canis Majoris). σ Canis Majoris (Latinised to Sigma Canis Majoris) is the system's Bayer designation. The star is identified with the nganurganity ""Jacky lizard"" in the culture of the Boorong, a clan of the indigenous Maligundidj people of northwestern Victoria in Australia, who saw it as an ancestral figure who fights the moon, flanked by his wives (the stars Delta and Epsilon Canis Majoris)",1
Sigma Draconis,0.89,0.46,4.67,5150,18.80,Draco,"Sigma Draconis is an obscure star of visual magnitude is 4.68 in Draco. Its traditional name Alsafi (also spelled Athafi) supposedly derives from an Arabic word ""al-athafiyy,"" meaning the tripods used by nomads for open-air cooking. From Allen, this term originally referred to a trio of stars, but finally fell to σ Dra alone. At a distance of only 18.8 light years, σ Dra is number 65 out of the closest 100 star systems to our own. The star is an orange main sequence dwarf of spectral type K0 V, and a temperature of 5315 K. It is one of the few naked-eye stars which are less massive and luminous than the Sun. σ Dra has about 89% of the Sun's mass, 39% of its luminosity, and 78% of its diameter; its radius has been directly measured using interferometery. Such stars have enormously long main-sequence lifetimes, as long as the age of the Galaxy, as a result of slow hydrogen fusion caused by their low mass and interior temperatures. This star is estimated to be a bit on the young side, about 3.3 billion years old.",2
Sigma Hydrae,3.07,295.00,4.45,4491,370.00,Hydra,"Sigma Hydrae, also named Minchir, is a solitary star in the equatorial constellation of Hydra. It is visible to the naked eye with an apparent visual magnitude of 4.48. The estimated distance to this star from the Sun, based upon an annual parallax shift of 8.75 mas, is around 370 light-years. At that distance, the visual magnitude of the star is diminished by an interstellar extinction factor of 0.16, due to intervening dust. This is an evolved K-type giant star with a stellar classification of K2 III. The measured angular diameter of this star, after correction for limb darkening, is 2.25±0.03 mas. At its estimated distance, this yields a physical size of about 27.6 times the radius of the Sun. It has about three times the mass of the Sun and radiates 295 times the solar luminosity from its outer atmosphere at an effective temperature of 4,491 K. Sigma Hydrae is around 430 million years old.",1
SIgma Librae,2.20,"1,820.00",3.25,3596,288.00,Libra,"Sigma Librae is a binary star in the constellation of Libra. The apparent visual magnitude is +3.29, making it visible to the naked eye. Based upon parallax measurements, this system is at a distance of roughly 288 light-years (88 parsecs) from the Sun, with a 2% margin of error. At that distance, the visual magnitude is diminished by 0.20 ± 0.17 from extinction caused by intervening gas and dust.",2
Sigma Octantis,1.59,38.00,5.45,7415,281.00,Octans,"Sigma Octantis, officially named Polaris Australis, is the current South Star. Its apparent position near the southern celestial pole makes it the pole star of the Southern Hemisphere. This is a solitary star in the southern circumpolar constellation of Octans. Located approximately 281 light-years from Earth, it is classified as a giant star with a spectral type of F0 III. Sigma Octantis is a Delta Scuti variable, with its average magnitude of 5.47 varying by about 0.03 magnitudes every 2.33 hours. Sigma Octantis is the southern pole star, whose counterpart is Polaris, the current North Star. To an observer in the southern hemisphere, Sigma Octantis appears almost motionless and all the other stars in the Southern sky appear to rotate around it. It is part of a small ""half hexagon"" shape. It is over a degree away from the true south pole, and the south celestial pole is moving away from it due to precession of the equinoxes.",1
Sigma Sagttarii,7.80,"3,300.00",2.05,18890,228.00,Sagittarus,"Sigma Sagittarii (σ Sagittarii, abbreviated Sigma Sgr, σ Sgr), formally named Nunki, is the second-brightest star in the constellation of Sagittarius. It has an apparent magnitude of +2.05, making it readily visible to the naked eye. The distance to this star, determined using parallax measurements from the Hipparcos astrometry satellite, yields an estimated value of 228 light-years (70 parsecs) from the Sun. Sigma Sagittarii has a spectrum matching a stellar classification of B2.5 V, which indicates this is a B-type main-sequence star. Its total luminosity is 3300 times that of the Sun while it has a surface temperature of 18,890 K. X-ray emission has been detected from this star, which has an estimated X-ray luminosity of 1.2 × 1028 erg s−1. It has a 10th magnitude optical companion located 5.2 arcminutes away. It is 3.45 degrees south of the ecliptic, so it can be occulted by the Moon and rarely by planets. The last occultation by a planet took place on November 17, 1981, when it was occulted by Venus. This is the brightest star that can be principally occulted by an exterior planet between 5000 BC and 5000 AD. However, only Mars can do this, and only rarely; the last time was on September 3, 423.",1
Sigma Scorpii,18.40,"95,500.00",2.90,26150,568.00,Scorpius,"Sigma Scorpii , is a multiple star system in the constellation of Scorpius, located near the red supergiant Antares, which outshines it. This system has a combined apparent visual magnitude of +2.88, making it one of the brighter members of the constellation. Based upon parallax measurements made during the Hipparcos mission, the distance to Sigma Scorpii is roughly 696 light-years. North et al. (2007) computed a more accurate estimate of 568 light years.",4
Sirius A,2.06,25.40,-1.47,9940,8.60,Canis Major,"Sirius A is the brightest star in the night sky. Its name is derived from the Greek word Σείριος Seirios ""glowing"" or ""scorching"". With a visual apparent magnitude of −1.46, Sirius is almost twice as bright as Canopus, the next brightest star. Sirius is a binary star consisting of a main-sequence star of spectral type A0 or A1, termed Sirius A, and a faint white dwarf companion of spectral type DA2, termed Sirius B. The distance between the two varies between 8.2 and 31.5 astronomical units as they orbit every 50 years. Stellar models suggest that the star formed during the collapsing of a molecular cloud and that, after 10 million years, its internal energy generation was derived entirely from nuclear reactions. The core became convective and used the CNO cycle for energy generation.",1
Sirius B,1.02,0.06,8.44,25000,8.60,Canis Major,"Sirius B is one of the most massive white dwarfs known. With a mass of 1.02 M☉, it is almost double the 0.5–0.6 M☉ average. This mass is packed into a volume roughly equal to the Earth's. The current surface temperature is 25,200 K. Because there is no internal heat source, Sirius B will steadily cool as the remaining heat is radiated into space over more than two billion years. A white dwarf forms after a star has evolved from the main sequence and then passed through a red giant stage. This occurred when Sirius B was less than half its current age, around 120 million years ago. Since 1894, irregularities have been observed in the orbits of Sirius A and B with an apparent periodicity of 6–6.4 years. A 1995 study concluded that such a companion likely exists, with a mass of roughly 0.05 solar masses- a small red dwarf or large brown dwarf.",1
Situla,6.00,60.00,5.04,4581,214.00,Aquarius,"Kappa Aquarii is a probable binary star in the equatorial constellation of Aquarius. This system is visible to the naked eye, but it is faint at an apparent magnitude of 5.03. Based upon parallax measurements made during the Hipparcos mission, it is around 214 light-years (66 parsecs) from the Sun. The two components are designated Kappa Aquarii A (formally named Situla, the traditional name for the system) and B. It bore the traditional name Situla, a Latin word meaning ""bucket"" or ""water jar"". Kappa Aquarii is most probably a wide binary star system. The brighter component is a giant star with a stellar classification of K2 III.",2
Skat,2.51,48.00,3.27,8650,113.00,Aquarius,"Delta Aquarii, officially named Skat,is the third-brightest star in the constellation of Aquarius. The apparent visual magnitude is 3.3, which can be seen with the naked eye. The distance to this star is about 113 light-years (35 parsecs) based upon parallax measurements, and it has a close companion. It bore the traditional name Skat (also rendered Scheat, Seat, Sheat, etc., which was erroneously applied to Beta Pegasi in late medieval times), from the Arabic الساق al-sāq ""shin"". The spectrum of Delta Aquarii matches a stellar classification of A3 Vp, indicating this is a chemically peculiar A-type main-sequence star that is generating energy through the nuclear fusion of hydrogen at its core. An analysis of Hipparcos data strongly suggested a close companion object. An orbit was derived with a 483-day period, an eccentricity of 0.12, and an inclination of 41°. When Delta Aquarii was first examined for the companion, it could not be seen. Any possible companion beyond 100 au was constrained to be less than 0.07 M☉. Infrared interferometric observations did then find a companion, a likely G5 main sequence star around 2 au from the primary.",2
Spica,11.43,"20,512.00",0.98,25300,250.00,Virgo,"Spica, designated α Virginis, is the brightest object in the constellation Virgo and one of the 20 brightest stars in the night sky. Analysis of its parallax shows that it is located 250 ± 10 light years from the Sun. It is a spectroscopic binary star and rotating ellipsoidal variable; a system whose two stars are so close together they are egg-shaped rather than spherical, and can only be separated by their spectra. The primary is a blue giant and a variable star of the Beta Cephei type. Spica, along with Arcturus and Denebola or Regulus depending on the source, is part of the Spring Triangle asterism, and by extension, also of the Great Diamond together with the star Cor Caroli. Spica is believed to be the star that gave Hipparchus the data that led him to discover the precession of the equinoxes. Spica is 2.06 degrees from the ecliptic and can be occulted by the Moon and sometimes by planets.",2
Sualocin,2.82,24.00,3.77,11643,254.00,Delphinus,"Alpha Delphini is a multiple star system in the constellation of Delphinus. It consists of a binary star, designated Alpha Delphini A, together with five faint, probably optical companions, designated Alpha Delphini B, C, D, E and F. A's two components are themselves designated Alpha Delphini Aa (officially named Sualocin, the historical name for the entire system) and Ab. The system bore an historical name, Sualocin, which arose as follows: Niccolò Cacciatore was the assistant to Giuseppe Piazzi, and later his successor as Director of the Palermo Observatory. Alpha Delphini A is a spectroscopic binary star which has now been resolved using speckle interferometry. The components are separated by 0.2"" and have a 17-year orbit. Alpha Delphini Aa has a spectral type of B9IV.",7
Subra,2.12,39.40,3.52,6000,135.00,Leo,"Omicron Leonis is a multiple star system in the constellation of Leo, west of Regulus, some 130 light-years from the Sun, where it marks one of the lion's forepaws. It consists of a binary pair, designated Omicron Leonis A and an optical companion, Omicron Leonis B. A's two components are themselves designated Omicron Leonis Aa (officially named Subra, the traditional name for the system) and Ab. ο Leonis (Latinised to Omicron Leonis) is the star's Bayer designation. The designations of the two constituents as Omicron Leonis A and B, and those of A's components—Omicron Leonis Aa and Ab—derive from the convention used by the Washington Multiplicity Catalog (WMC) for multiple star systems, and adopted by the International Astronomical Union (IAU). The primary is given the type F8-G0III giant and the secondary is a type A7m dwarf. Their combined apparent magnitude is +3.52.",3
Suhail,7.00,"7,900.00",2.23,3900,545.00,Vela,"Lambda Velorum, officially named Suhail, is a star in the southern constellation of Vela. With a mean apparent visual magnitude of 2.21, this is the third-brightest star in the constellation and one of the brighter stars in the sky. The distance to this star can be measured directly using the parallax technique, yielding an estimated 545 light-years (167 parsecs) from the Sun. It bore the traditional Arabic name السهيل الوزن suhayl al-wazn (Al Suhail al Wazn), but as a modern navigation star this was shortened to Suhail. The outer envelope of λ Velorum has an effective temperature of about 4,000 K, giving it the cool orange hue of a K-type star. It is an Lc-type, slow irregular variable star with its brightness varying between apparent magnitudes +2.14 to +2.30. λ Velorum is near the upper end of the mass range for intermediate stars, which end their lives by producing a planetary nebula and a white dwarf remnant. It may be massive enough to produce an electron capture supernova.",1
Sulafat,5.76,"2,430.00",3.25,10080,620.00,Lyra,"Gamma Lyrae, formally named Sulafat, is the second-brightest star in the northern constellation of Lyra. With an apparent visual magnitude of 3.3, it is readily visible to the naked eye. Parallax measurements yield an estimated distance of 620 light-years (190 parsecs) from the Sun. At that distance, the visual magnitude of the star is diminished by an extinction factor of 0.12±0.03 due to interstellar dust. It bore the traditional names Sulafat (Sulaphat), from the Arabic السلحفاة al-sulḥafāt ""turtle"", and Jugum, from the Latin iugum ""yoke"". This is a giant star with a stellar classification of B9 III, indicating it has exhausted the supply of hydrogen at its core and evolved away from the main sequence. The effective temperature of the outer envelope of this star is 10,080 K.",1
Sun,1.00,1.00,-26.74,5778,0.00,None,"The Sun is the star at the center of the Solar System. It is a nearly perfect sphere of hot plasma, with internal convective motion that generates a magnetic field via a dynamo process. It is by far the most important source of energy for life on Earth. Its diameter is about 1.39 million kilometers (864,000 miles), or 109 times that of Earth, and its mass is about 330,000 times that of Earth. It accounts for about 99.86% of the total mass of the Solar System. Roughly three quarters of the Sun's mass consists of hydrogen (~73%); the rest is mostly helium (~25%), with much smaller quantities of heavier elements, including oxygen, carbon, neon, and iron. The Sun is a G-type main-sequence star (G2V) based on its spectral class. As such, it is informally and not completely accurately referred to as a yellow dwarf (its light is closer to white than yellow). It formed approximately 4.6 billion years ago from the gravitational collapse of matter within a region of a large molecular cloud. Most of this matter gathered in the center, whereas the rest flattened into an orbiting disk that became the Solar System. The central mass became so hot and dense that it eventually initiated nuclear fusion in its core. It is thought that almost all stars form by this process. The Sun currently fuses about 600 million tons of hydrogen into helium every second, converting 4 million tons of matter into energy every second as a result. This energy, which can take between 10,000 and 170,000 years to escape from its core, is the source of the Sun's light and heat. When hydrogen fusion in its core has diminished to the point at which the Sun is no longer in hydrostatic equilibrium, its core will undergo a marked increase in density and temperature while its outer layers expand, eventually transforming the Sun into a red giant. It is calculated that the Sun will become sufficiently large to engulf the current orbits of Mercury and Venus, and render Earth uninhabitable – but not for about five billion years. After this, it will shed its outer layers and become a dense type of cooling star known as a white dwarf, and no longer produce energy by fusion, but still glow and give off heat from its previous fusion.",1
Syrma,1.50,8.70,4.07,6282,72.50,Virgo,"Iota Virginis is a binary star in the constellation of Virgo. Its apparent magnitude is 4.08. Based on its parallax, it is assumed to be relatively nearby, at 72.5 light-years (22.24 parsecs). Its two components are designated Iota Virginis A (officially named Syrma, the traditional name for the system)[9] and B. ι Virginis (Latinised to Iota Virginis) is the system's Bayer designation. The designations of the two components as Iota Virginis A and B derive from the convention used by the Washington Multiplicity Catalog (WMC) for multiple star systems, and adopted by the International Astronomical Union (IAU). Iota Virginis is an astrometric binary. The secondary regularly perturbs the primary, causing the latter to wobble around its barycenter. A preliminary orbit with a period of 55 years has been calculated. Iota Virginis A is a yellow-colored star with a spectral class of F7IV-V.",2
Tabit,1.24,2.82,3.19,6516,26.32,Orion,"Pi³ Orionis, also named Tabit, is a star in the equatorial constellation of Orion. At an apparent visual magnitude of 3.16, it is readily visible to the naked eye and is the brightest star in the lion's hide (or shield) that Orion is holding. As measured using the parallax technique, it is 26.32 light-years (8.07 parsecs) distant from the Sun. It bore the traditional name of 'Tabit', from the Arabic الثابت al-thābit 'the endurer (the fixed/constant one)'. Pi³ Orionis is most likely single; a nearby star is probably an optical companion. It is a main sequence star of spectral type F6 V. Since 1943, the spectrum of this star has served as one of the stable anchor points by which other stars are classified.",1
Taiyangshou,1.49,158.00,3.69,4416,184.00,Ursa Major,"Chi Ursae Majoris, formally named Taiyangshou, is a star in the constellation of Ursa Major. It is approximately 246 light-years from the Sun. It bore the traditional name Tai Yang Show, ""the Sun Governor"", from Chinese astronomy. Chi Ursae Majoris is an evolved, orange hued K-type giant with an apparent magnitude of +3.69. This star has 20.8±0.8 times the radius of the Sun and 1.49 times the Sun's mass. The spiral galaxy in Ursa Major, NGC 3877 (= H I.201), type Sc, is best found from Chi Ursae Majoris, which is almost exactly 15 arcminutes north of the galaxy.",1
Taiyi,1.56,5.75,5.23,7129,95.90,Draco,"8 Draconis, formally named Taiyi, is a single star in the northern circumpolar constellation of Draco. Based upon an annual parallax shift of 34.14 mas as seen from the Earth, the star is located approximately 96 light-years from the Sun. It is moving further away with a heliocentric radial velocity of +9 km/s, having come within 40.6 ly some 2.6 million years ago. This is an F-type main-sequence star with a stellar classification of F1VmA7(n). It is a Gamma Doradus variable star with a brightness variation of about one tenth of a magnitude. The star bore the traditional Chinese name of Taiyi, from 太乙 (Tài Yǐ) or 太一 (Tài Yī, the Great One), both of which refer to Tao.",1
Talitha,1.70,9.87,3.12,8165,47.30,Ursa Major,"Iota Ursae Majoris, also named Talitha is a star system in the northern circumpolar constellation of Ursa Major. It has an apparent visual magnitude of 3.14, making it visible to the naked eye and placing it among the brighter members of this constellation. Based upon parallax measurements, it is located at a distance of 47.3 light-years (14.5 parsecs) from the Sun. The star bore the traditional names Talitha, Talitha Borealis and Alphikra Borealis. Talitha, (which was shared with Kappa Ursae Majoris) comes from the Arabic phrase Al Fiḳrah al Thalitha (Arabic: الفقرة الثالثة‎), mistranscription of Al Ḳafzah al Thalitha (Arabic: القفزة الثالثة‎), which means ""the third spring, or leap, of the ghazal"". The Iota Ursae Majoris system is composed of two sets of binary stars. The two binary systems orbit around each other once every 2,084 years. The apparent separation between the two binaries is rapidly decreasing as they follow their orbits.",4
